id,first_name,last_name,latitute,longitude,words
420,Steward,Stairmand,14.6425547,121.010151,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
421,Calvin,O'Dea,50.8866749,21.2296066,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
422,Kiel,Christensen,16.424148,120.5983132,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl
423,Quillan,Gregolotti,-7.355927,110.6422198,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
424,Gwenore,Consadine,18.455503,-70.202889,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
425,Tallie,O'Flaherty,13.9242836,121.5035823,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et
426,Hugo,Basile,41.805699,123.431472,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
427,Gabriele,Disman,-7.482537,112.6004965,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
428,Vincent,Tarry,49.7938443,36.0269813,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
429,Xerxes,Mc Caghan,18.5295981,-72.4080605,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
430,Chryste,Wansbury,46.7498338,-71.693538,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
431,Silva,Melhuish,55.6427846,38.008554,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
432,Swen,Dighton,55.6587901,37.3582146,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in
433,Maryjo,Batcheldor,-7.158502,109.263397,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
434,Sterne,Radbourne,11.2428856,-73.4062342,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
435,Frederik,Richen,-40.4057293,175.5843632,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
436,Felice,Elvy,-8.2010401,114.9739344,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
437,Dollie,De Matteis,30.274084,120.15507,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
438,Minor,Braham,9.4362547,123.1893864,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
439,Glori,Chessman,29.696108,118.315329,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
440,Mareah,Karpf,-7.2139764,106.8740816,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
441,Cazzie,Belitz,3.1523104,101.7178316,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
442,Ellwood,Hainey`,29.375859,47.9774052,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
443,Lexie,Elsdon,45.5206082,18.6747675,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
444,Hi,Heilds,45.73345,-63.86542,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
445,Alister,Rudledge,40.0150745,44.5191627,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
446,Huntlee,Gretham,25.732824,117.130129,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
447,Whitney,Blondin,-6.9273494,109.2385498,lorem id ligula suspendisse ornare consequat lectus in est risus
448,Morty,Levison,26.7957017,86.2970998,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
449,Hildegaard,Ablott,25.015105,102.743811,a odio in hac habitasse platea dictumst maecenas ut massa quis augue
450,Duffie,Rosenthaler,-19.468531,29.8120795,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
451,Bink,Haliday,55.650711,37.39423,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
452,Hyatt,Harkes,4.5475154,97.1574784,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
453,Joan,Legion,-13.2513786,-43.4112394,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
454,Darn,Tingley,-18.8200534,49.0652963,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
455,Guinevere,Feechum,48.8904258,2.2936854,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
456,Lizzie,Heberden,19.5663947,109.949686,luctus ultricies eu nibh quisque id justo sit amet sapien
457,Rolph,Munton,14.160407,-87.0399404,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
458,Haily,Sowood,-10.1573402,123.6010244,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
459,Phil,Josephsen,40.4489303,-8.6745086,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
460,Othella,Woodrough,2.9329721,101.6259842,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
461,Dudley,Brogini,-6.7597964,108.5144791,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
462,Emmy,Wreath,28.572029,109.482078,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
463,Bartholomeo,Geerits,24.298195,109.402037,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
464,Any,Weaving,-34.6337798,-58.5541599,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
465,Mame,Epinay,57.5334964,15.9897014,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
466,Kial,Tremoulet,45.6539183,16.1813069,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede
467,Glenden,Haw,36.4745388,66.9511459,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
468,Massimo,Baine,33.8787981,10.850791,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
469,Linn,Livick,35.326057,67.6364059,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
470,Chrisse,Burchard,-6.1965654,106.8226808,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
471,Kory,Hyde-Chambers,7.9047781,98.3512841,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
472,Patty,Lilleyman,59.9522962,10.7668266,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
473,Paige,Managh,27.953479,68.6224065,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
474,Parker,Keher,49.9535113,16.8819389,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
475,Carlita,Fishenden,12.283797,-85.5112879,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
476,Clare,Stryde,3.9967196,97.3416152,in felis donec semper sapien a libero nam dui proin leo
477,Finn,Simanek,-7.5476215,110.8102573,fermentum donec ut mauris eget massa tempor convallis nulla neque
478,Amity,Tock,14.1762086,-90.2625604,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
479,Joete,Coppeard,43.3213308,45.044839,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
480,Tore,Hinsche,38.4499141,141.3800956,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
481,Carlo,Meatcher,52.406614,22.2424971,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
482,Kirstyn,Mallabar,40.0877962,49.4030218,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
483,Munmro,Pinson,60.6302526,28.7309501,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
484,Duke,Archdeacon,37.9746194,23.6412944,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
485,Jennica,Frenzl,-20.3438619,57.7636821,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
486,Cleopatra,Spence,21.2067429,105.4273093,duis bibendum morbi non quam nec dui luctus rutrum nulla
487,Charlton,Annand,6.9504703,122.1826222,ut at dolor quis odio consequat varius integer ac leo
488,Clary,Dabel,12.3783745,17.0568962,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero
489,Bronson,O'Shevlin,-7.4011226,111.5110576,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
490,Catherine,Tankus,59.1651981,24.7475218,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
491,Jerrie,Lashley,-7.0631844,107.7843483,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
492,Maritsa,Abbets,39.309746,115.958784,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
493,Bobbee,Greetham,5.4942923,-72.0942187,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
494,Katheryn,Roylance,-21.8421051,-47.4710798,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
495,Yorgo,Parren,-0.532915,166.944141,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
496,Rollo,Quinnet,14.4958564,121.0188552,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
497,Siobhan,Malins,27.948308,109.599191,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
498,Salomone,Inderwick,39.377733,99.819316,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
499,Sergent,Antoniat,-7.04383,106.82849,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
500,Clarette,Illyes,51.4063964,-2.6467239,ut tellus nulla ut erat id mauris vulputate elementum nullam
